EventID,EventType,StartDateTime,EndDateTime,EnteredOn,EventAgency,ParkingHeld,Borough,CommunityBoard(s),PolicePrecinct(s),Category,SubCategoryName,Country,ZipCode(s)
530822,Shooting Permit,02/06/2020 07:00:00 AM,02/06/2020 09:00:00 PM,02/03/2020 10:42:26 AM,"Mayor's Office of Film, Theatre & Broadcasting","COVERT ST between WYCKOFF AVENUE and IRVING AVENUE,  IRVING AVENUE between ELDERT STREET and COVERT STREET",Queens,"4, 5","104, 83",Television,Episodic series,United States of America,"11237, 11385"
530934,Shooting Permit,02/06/2020 07:00:00 AM,02/06/2020 10:00:00 PM,02/03/2020 02:50:10 PM,"Mayor's Office of Film, Theatre & Broadcasting","BROADWAY between WEST   76 STREET and WEST   75 STREET,  WEST   76 STREET between BROADWAY and AMSTERDAM AVENUE,  BROADWAY between WEST   76 STREET and WEST   75 STREET,  AMSTERDAM AVENUE between WEST   76 STREET and WEST   77 STREET,  AMSTERDAM AVENUE between WEST   76 STREET and WEST   75 STREET,  WEST   76 STREET between COLUMBUS AVENUE and AMSTERDAM AVENUE,  LAFAYETTE STREET between KENMARE STREET and BROOME STREET,  CLEVELAND PLACE between BROOME STREET and KENMARE STREET,  BROOME STREET between CLEVELAND PLACE and CENTER MARKET PLACE,  BROOME STREET between LAFAYETTE STREET and CENTRE STREET,  LAFAYETTE STREET between BROOME STREET and GRAND STREET,  GRAND STREET between LAFAYETTE STREET and CENTRE STREET,  CENTRE STREET between BROOME STREET and GRAND STREET,  LAFAYETTE STREET between GRAND STREET and HOWARD STREET,  BROADWAY between WEST   77 STREET and WEST   76 STREET,  WEST   77 STREET between BROADWAY and AMSTERDAM AVENUE",Manhattan,"2, 7","20, 5",Television,Episodic series,United States of America,"10012, 10013, 10023, 10024"
530538,Shooting Permit,02/06/2020 08:00:00 AM,02/06/2020 09:00:00 PM,01/30/2020 05:14:55 PM,"Mayor's Office of Film, Theatre & Broadcasting","DIAMOND STREET between CALYER STREET and MESEROLE AVENUE,  CALYER STREET between DIAMOND STREET and JEWEL STREET,  JEWEL STREET between CALYER STREET and MESEROLE AVENUE,  MESEROLE AVENUE between MOULTRIE STREET and HUMBOLDT STREET,  HUMBOLDT STREET between MESEROLE AVENUE and NORMAN AVENUE",Brooklyn,1,94,Television,Episodic series,United States of America,11222
531002,Shooting Permit,02/06/2020 08:00:00 AM,02/07/2020 11:00:00 AM,02/03/2020 10:25:18 PM,"Mayor's Office of Film, Theatre & Broadcasting","MONITOR STREET between GREENPOINT AVENUE and NORMAN AVENUE,  43 AVENUE between 42 STREET and 46 STREET,  43 AVENUE between 44 STREET and 45 STREET,  QUEENS BOULEVARD between 43 STREET and 46 STREET,  45 STREET between 43 AVENUE and SKILLMAN AVENUE",Queens,"1, 2","108, 94",Television,Episodic series,United States of America,"11104, 11222"
531107,Shooting Permit,02/06/2020 08:00:00 AM,02/06/2020 10:00:00 PM,02/04/2020 12:55:35 PM,"Mayor's Office of Film, Theatre & Broadcasting","GRAND STREET between MORGAN AVENUE and VANDERVOORT AVENUE,  DEVOE STREET between CATHERINE STREET and MORGAN AVENUE,  METROPOLITAN AVENUE between MORGAN AVENUE and VANDERVOORT AVENUE",Brooklyn,1,90,Television,Episodic series,United States of America,11211
530692,Shooting Permit,02/06/2020 09:00:00 AM,02/07/2020 03:00:00 AM,01/31/2020 04:58:06 PM,"Mayor's Office of Film, Theatre & Broadcasting","WEST  176 STREET between FT WASHINGTON AVENUE and BROADWAY,  WEST  175 STREET between FT WASHINGTON AVENUE and BROADWAY,  FT WASHINGTON AVENUE between WEST  174 STREET and WEST  175 STREET,  WEST  176 STREET between BROADWAY and WADSWORTH AVENUE,  FT WASHINGTON AVENUE between WEST  173 STREET and WEST  174 STREET",Manhattan,12,33,Television,Episodic series,United States of America,10033
531278,Shooting Permit,02/06/2020 10:00:00 AM,02/06/2020 10:00:00 PM,02/05/2020 09:08:43 AM,"Mayor's Office of Film, Theatre & Broadcasting","DUPONT STREET between PROVOST STREET and MCGUINESS BOULEVARD,  SOUTH    1 STREET between BERRY STREET and BEDFORD AVENUE,  NORTH   14 STREET between WYTHE AVENUE and BERRY STREET",Brooklyn,1,"90, 94",Film,Short,United States of America,"11211, 11222, 11249"
530220,Shooting Permit,02/06/2020 01:00:00 PM,02/07/2020 05:00:00 AM,01/29/2020 10:51:10 AM,"Mayor's Office of Film, Theatre & Broadcasting","EAST   20 STREET between BROADWAY and PARK AVENUE SOUTH,  PARK AVENUE SOUTH between EAST   18 STREET and EAST   20 STREET,  EAST   21 STREET between PARK AVENUE SOUTH and LEXINGTON AVENUE",Manhattan,"5, 6",13,Television,Episodic series,United States of America,10003
516386,Theater Load in and Load Outs,02/07/2020 12:01:00 AM,02/12/2020 11:59:00 PM,11/12/2019 02:09:54 PM,"Mayor's Office of Film, Theatre & Broadcasting","WEST   33 STREET between 7 AVENUE and 8 AVENUE,  7 AVENUE between WEST   31 STREET and WEST   33 STREET,  WEST   31 STREET between 7 AVENUE and 8 AVENUE,  8 AVENUE between WEST   31 STREET and WEST   33 STREET",Manhattan,"4, 5",14,Theater,Theater,United States of America,"10001, 10121"
528885,Theater Load in and Load Outs,02/07/2020 12:01:00 AM,02/07/2020 11:59:00 PM,01/21/2020 01:18:50 PM,"Mayor's Office of Film, Theatre & Broadcasting","WEST   55 STREET between 11 AVENUE and 12 AVENUE,  WEST   56 STREET between 11 AVENUE and 12 AVENUE",Manhattan,4,18,Theater,Theater,United States of America,10019
524860,Theater Load in and Load Outs,02/07/2020 12:01:00 AM,02/08/2020 06:00:00 AM,12/27/2019 02:58:00 PM,"Mayor's Office of Film, Theatre & Broadcasting",WEST   43 STREET between 6 AVENUE and BROADWAY,Manhattan,5,14,Theater,Theater,United States of America,10036
530572,Theater Load in and Load Outs,02/07/2020 12:01:00 AM,02/09/2020 06:00:00 AM,01/31/2020 10:06:44 AM,"Mayor's Office of Film, Theatre & Broadcasting",WEST   51 STREET between 5 AVENUE and 6 AVENUE,Manhattan,5,18,Theater,Theater,United States of America,"10019, 10020"
530311,Theater Load in and Load Outs,02/07/2020 12:01:00 AM,02/08/2020 11:59:00 PM,01/29/2020 03:02:01 PM,"Mayor's Office of Film, Theatre & Broadcasting",7 AVENUE between WEST   57 STREET and WEST   56 STREET,Manhattan,5,18,Theater,Theater,United States of America,"10019, 10106"
527931,Theater Load in and Load Outs,02/07/2020 12:01:00 AM,02/09/2020 06:00:00 AM,01/15/2020 12:44:06 PM,"Mayor's Office of Film, Theatre & Broadcasting","EAST   11 STREET between 3 AVENUE and 4 AVENUE,  3 AVENUE between EAST   11 STREET and EAST   13 STREET",Manhattan,"11, 3","23, 9",Theater,Theater,United States of America,"10003, 10029"
530836,Shooting Permit,02/07/2020 06:00:00 AM,02/07/2020 09:00:00 PM,02/03/2020 11:38:02 AM,"Mayor's Office of Film, Theatre & Broadcasting","RAILROAD AVE between GREENPOINT AVENUE and DEAD END,  GREENPOINT AVE between RAILROAD AVE and REVIEW AVE,  REVIEW AVENUE between 37 STREET and RAILROAD AVENUE",Queens,2,108,Television,Episodic series,United States of America,11101
530629,Shooting Permit,02/07/2020 06:00:00 AM,02/07/2020 09:00:00 PM,01/31/2020 01:31:35 PM,"Mayor's Office of Film, Theatre & Broadcasting","MESEROLE AVENUE between DIAMOND STREET and JEWEL STREET,  JEWEL STREET between MESEROLE AVENUE and CALYER STREET,  DIAMOND STREET between MESEROLE AVENUE and CALYER STREET,  CALYER STREET between JEWEL STREET and MOULTRIE STREET,  MESEROLE AVENUE between MOULTRIE STREET and HUMBOLDT STREET,  MOULTRIE STREET between MESEROLE AVENUE and NORMAN AVENUE",Brooklyn,1,94,Television,Episodic series,United States of America,11222
530662,Shooting Permit,02/07/2020 06:00:00 AM,02/07/2020 06:00:00 PM,01/31/2020 03:51:37 PM,"Mayor's Office of Film, Theatre & Broadcasting",196 PLACE between 46 AVENUE and 47 AVENUE,Queens,11,111,Student,Student Film,United States of America,11358
531134,Shooting Permit,02/07/2020 06:00:00 AM,02/08/2020 02:00:00 AM,02/04/2020 02:18:24 PM,"Mayor's Office of Film, Theatre & Broadcasting","43 AVENUE between 22 STREET and 21 STREET,  21ST ST between 43 AVENUE and QUEENS PLAZA S,  22ND ST between 43 AVE and QUEENS PLAZA S",Queens,2,108,Television,Episodic series,United States of America,11101
531104,Shooting Permit,02/07/2020 07:00:00 AM,02/07/2020 05:00:00 PM,02/04/2020 12:47:38 PM,"Mayor's Office of Film, Theatre & Broadcasting",WEST   32 STREET between 6 AVENUE and 7 AVENUE,Manhattan,5,14,Television,Cable-daily,United States of America,10001
531415,Shooting Permit,02/07/2020 07:00:00 AM,02/07/2020 07:00:00 PM,02/05/2020 04:00:21 PM,"Mayor's Office of Film, Theatre & Broadcasting","WEST   55 STREET between 9 AVENUE and 10 AVENUE,  WEST   54 STREET between 9 AVENUE and 10 AVENUE,  WEST   54 STREET between 9 AVENUE and 10 AVENUE,  WEST   56 STREET between 8 AVENUE and 9 AVENUE,  WEST   54 STREET between 8 AVENUE and 9 AVENUE",Manhattan,4,18,Television,Episodic series,United States of America,10019
530825,Shooting Permit,02/07/2020 07:00:00 AM,02/07/2020 09:00:00 PM,02/03/2020 10:47:38 AM,"Mayor's Office of Film, Theatre & Broadcasting","COVERT ST between WYCKOFF AVENUE and IRVING AVENUE,  IRVING AVENUE between ELDERT STREET and COVERT STREET",Queens,"4, 5","104, 83",Television,Episodic series,United States of America,"11237, 11385"
531116,Theater Load in and Load Outs,02/07/2020 07:00:00 AM,02/09/2020 06:00:00 AM,02/04/2020 01:21:23 PM,"Mayor's Office of Film, Theatre & Broadcasting","AMSTERDAM AVENUE between WEST   73 STREET and WEST   75 STREET,  BROADWAY between WEST   75 STREET and WEST   74 STREET,  WEST   75 STREET between AMSTERDAM AVENUE and BROADWAY",Manhattan,7,20,Theater,Theater,United States of America,10023
531176,Shooting Permit,02/07/2020 07:00:00 AM,02/07/2020 09:00:00 PM,02/04/2020 03:36:37 PM,"Mayor's Office of Film, Theatre & Broadcasting","5 AVENUE between EAST   75 STREET and EAST   79 STREET,  EAST   76 STREET between 5 AVENUE and MADISON AVENUE,  PARK AVENUE between EAST   80 STREET and EAST   74 STREET",Manhattan,"64, 8","19, 22",Television,Episodic series,United States of America,"10021, 10075"
531439,Rigging Permit,02/07/2020 07:00:00 AM,02/07/2020 07:00:00 PM,02/05/2020 05:04:52 PM,"Mayor's Office of Film, Theatre & Broadcasting",9 STREET between QUEENS PLAZA SOUTH and 43 AVENUE,Queens,2,108,Television,Episodic series,United States of America,11101
531069,Shooting Permit,02/07/2020 08:00:00 AM,02/07/2020 11:00:00 PM,02/04/2020 11:33:18 AM,"Mayor's Office of Film, Theatre & Broadcasting","JAVA STREET between WEST STREET and DEAD END,  KENT STREET between WEST STREET and DEAD END,  GREENPOINT AVENUE between WEST STREET and DEAD END",Brooklyn,1,94,Television,Episodic series,United States of America,11222
531611,Shooting Permit,02/07/2020 08:00:00 AM,02/07/2020 10:00:00 PM,02/06/2020 01:31:57 PM,"Mayor's Office of Film, Theatre & Broadcasting",MONITOR STREET between GREENPOINT AVENUE and NORMAN AVENUE,Queens,1,"114, 94",Television,Episodic series,United States of America,"11102, 11222"
531141,Shooting Permit,02/07/2020 09:00:00 AM,02/08/2020 10:00:00 PM,02/04/2020 02:37:12 PM,"Mayor's Office of Film, Theatre & Broadcasting","COURT STREET between AMITY STREET and KANE STREET,  COURT STREET between PRESIDENT STREET and 1 PLACE,  COURT STREET between BALTIC STREET and DEGRAW STREET,  DOUGLASS STREET between COURT STREET and SMITH STREET,  DEGRAW STREET between TOMPKINS PLACE and COURT STREET,  SACKETT STREET between COURT STREET and SMITH STREET,  COURT STREET between DEGRAW STREET and SACKETT STREET",Brooklyn,"2, 6","76, 84",Television,Episodic series,United States of America,"11201, 11231"
531347,Shooting Permit,02/07/2020 09:00:00 AM,02/07/2020 09:00:00 PM,02/05/2020 01:08:10 PM,"Mayor's Office of Film, Theatre & Broadcasting","VESTRY STREET between WEST STREET and WEST STREET,  LAFAYETTE STREET between KENMARE STREET and BROOME STREET,  FIFTH AVENUE between WEST   20 STREET and WEST   21 STREET",Manhattan,"1, 2, 5","1, 13, 5",Documentary,Not Applicable,United States of America,"10010, 10012, 10013"
531224,Shooting Permit,02/07/2020 09:00:00 AM,02/07/2020 11:00:00 PM,02/04/2020 05:31:24 PM,"Mayor's Office of Film, Theatre & Broadcasting","GRAND STREET between MORGAN AVENUE and VANDERVOORT AVENUE,  DEVOE STREET between CATHERINE STREET and MORGAN AVENUE,  METROPOLITAN AVENUE between MORGAN AVENUE and VANDERVOORT AVENUE",Brooklyn,1,90,Television,Episodic series,United States of America,11211
530696,Shooting Permit,02/07/2020 09:00:00 AM,02/08/2020 04:00:00 AM,01/31/2020 05:11:45 PM,"Mayor's Office of Film, Theatre & Broadcasting","WEST  176 STREET between FT WASHINGTON AVENUE and BROADWAY,  WEST  175 STREET between FT WASHINGTON AVENUE and BROADWAY,  FT WASHINGTON AVENUE between WEST  174 STREET and WEST  175 STREET,  WEST  176 STREET between BROADWAY and WADSWORTH AVENUE,  FT WASHINGTON AVENUE between WEST  173 STREET and WEST  174 STREET",Manhattan,12,33,Television,Episodic series,United States of America,10033
531165,Shooting Permit,02/07/2020 10:00:00 AM,02/08/2020 01:00:00 AM,02/04/2020 03:10:55 PM,"Mayor's Office of Film, Theatre & Broadcasting","WINTHROP STREET between NEW YORK AVENUE and KINGSTON AVENUE,  WINTHROP STREET between NEW YORK AVENUE and BROOKLYN AVENUE,  RUTLAND ROAD between BROOKLYN AVENUE and KINGSTON AVENUE,  ALBANY AVENUE between CLARKSON AVENUE and WINTHROP STREET",Brooklyn,9,71,Television,Episodic series,United States of America,11203
531285,Shooting Permit,02/07/2020 01:00:00 PM,02/08/2020 05:00:00 AM,02/05/2020 09:20:13 AM,"Mayor's Office of Film, Theatre & Broadcasting","REVIEW AVENUE between RAILROAD AVENUE and LAUREL HILL BOULEVARD,  LAUREL HILL BOULEVARD between REVIEW AVENUE and 56 ROAD",Queens,2,108,Television,Episodic series,United States of America,"11101, 11378"
530937,Shooting Permit,02/07/2020 01:00:00 PM,02/08/2020 04:00:00 AM,02/03/2020 02:59:41 PM,"Mayor's Office of Film, Theatre & Broadcasting","PORTER AVENUE between JOHNSON AVENUE and HARRISON PLACE,  INGRAHAM STREET between KNICKERBOCKER AVENUE and PORTER AVENUE,  INGRAHAM STREET between KNICKERBOCKER AVENUE and PORTER AVENUE,  TEN EYCK STREET between WATERBURY STREET and BOGART STREET,  WATERBURY STREET between MAUJER STREET and MEADOW STREET",Brooklyn,1,90,Television,Episodic series,United States of America,"11206, 11237"
531085,Shooting Permit,02/07/2020 07:00:00 PM,02/08/2020 06:00:00 AM,02/04/2020 12:11:10 PM,"Mayor's Office of Film, Theatre & Broadcasting","9 STREET between QUEENS PLAZA SOUTH and 43 AVENUE,  9 STREET between QUEENS PLAZA SOUTH and 43 AVENUE,  43 AVENUE between VERNON BOULEVARD and 11 STREET,  QUEENS PLAZA SOUTH between VERNON BOULEVARD and 10 STREET,  9 STREET between QUEENS PLAZA SOUTH and 43 AVENUE,  43 AVENUE between VERNON BOULEVARD and 11 STREET,  43 AVENUE between 10 STREET and 11 STREET,  11 STREET between QUEENS PLAZA SOUTH and 43 AVENUE,  11 STREET between 43 AVENUE and 43 ROAD",Queens,2,108,Television,Episodic series,United States of America,11101
528888,Theater Load in and Load Outs,02/08/2020 12:01:00 AM,02/09/2020 06:00:00 AM,01/21/2020 01:23:40 PM,"Mayor's Office of Film, Theatre & Broadcasting","WEST   55 STREET between 11 AVENUE and 12 AVENUE,  WEST   56 STREET between 11 AVENUE and 12 AVENUE",Manhattan,4,18,Theater,Theater,United States of America,10019
528056,Theater Load in and Load Outs,02/08/2020 12:01:00 AM,02/09/2020 06:00:00 AM,01/15/2020 04:08:37 PM,"Mayor's Office of Film, Theatre & Broadcasting","FROST STREET between DEBEVOISE AVENUE and MORGAN AVENUE,  DEBEVOISE AVENUE between FROST STREET and RICHARDSON STREET",Brooklyn,1,94,Theater,Theater,United States of America,11222
531265,Shooting Permit,02/08/2020 06:00:00 AM,02/08/2020 06:00:00 PM,02/04/2020 11:03:23 PM,"Mayor's Office of Film, Theatre & Broadcasting",46 ROAD between 197 STREET and FRANCIS LEWIS BOULEVARD,Queens,11,111,Student,Student Film,United States of America,11358
531364,Shooting Permit,02/08/2020 06:00:00 AM,02/08/2020 08:00:00 PM,02/05/2020 01:36:30 PM,"Mayor's Office of Film, Theatre & Broadcasting","MESEROLE AVENUE between DIAMOND STREET and JEWEL STREET,  JEWEL STREET between MESEROLE AVENUE and CALYER STREET,  DIAMOND STREET between MESEROLE AVENUE and CALYER STREET,  CALYER STREET between JEWEL STREET and MOULTRIE STREET",Brooklyn,1,94,Television,Episodic series,United States of America,11222
531517,Theater Load in and Load Outs,02/08/2020 07:00:00 AM,02/09/2020 07:00:00 AM,02/06/2020 08:26:48 AM,"Mayor's Office of Film, Theatre & Broadcasting",ATLANTIC AVENUE between FORT GREENE PLACE and 6 AVENUE,Brooklyn,2,78,Theater,Theater,United States of America,11217
531354,Shooting Permit,02/08/2020 09:00:00 AM,02/09/2020 12:00:00 AM,02/05/2020 01:17:27 PM,"Mayor's Office of Film, Theatre & Broadcasting","KINGSLAND AVE between GREENPOINT AVE and NORMAN AVE,  MONITOR STREET between GREENPOINT AVENUE and NORMAN AVENUE",Brooklyn,1,94,Television,Episodic series,United States of America,11222
531202,Shooting Permit,02/08/2020 10:00:00 AM,02/08/2020 10:00:00 PM,02/04/2020 04:39:18 PM,"Mayor's Office of Film, Theatre & Broadcasting","MANHATTAN AVENUE between CALYER STREET and NORMAN AVENUE,  KINGSLAND AVE. between GREENPOINT AVE. and DEAD END.",Brooklyn,1,94,Television,Cable-episodic,United States of America,11222
531238,Shooting Permit,02/08/2020 01:00:00 PM,02/09/2020 06:00:00 AM,02/04/2020 07:21:11 PM,"Mayor's Office of Film, Theatre & Broadcasting","VANDERBILT AVENUE between EAST   43 STREET and EAST   44 STREET,  EAST   42 STREET between VANDERBILT AVENUE and PARK AVENUE,  KENMARE STREET between BOWERY and ELIZABETH STREET,  DELANCEY STREET between BOWERY and CHRYSTIE STREET",Manhattan,"2, 3, 5","14, 5",Television,Talk Show,United States of America,"10002, 10012, 10017, 10165"
531203,Shooting Permit,02/08/2020 03:00:00 PM,02/08/2020 08:00:00 PM,02/04/2020 04:39:22 PM,"Mayor's Office of Film, Theatre & Broadcasting",MONITOR STREET between NORMAN AVENUE and GREENPOINT AVENUE,Brooklyn,1,94,Television,Episodic series,United States of America,11222
531145,Shooting Permit,02/08/2020 07:00:00 PM,02/09/2020 07:00:00 AM,02/04/2020 02:45:19 PM,"Mayor's Office of Film, Theatre & Broadcasting","ASHLAND PLACE between LAFAYETTE AVENUE and HANSON PLACE,  HANSON PLACE between ASHLAND PLACE and SOUTH ELLIOTT PLACE,  HANSON PLACE between FORT GREENE PLACE and SOUTH ELLIOTT PLACE",Brooklyn,2,"78, 88",Television,Episodic series,United States of America,11217
531412,Shooting Permit,02/08/2020 07:00:00 PM,02/09/2020 06:00:00 AM,02/05/2020 03:53:18 PM,"Mayor's Office of Film, Theatre & Broadcasting","9 STREET between QUEENS PLAZA SOUTH and 43 AVENUE,  9 STREET between QUEENS PLAZA SOUTH and 43 AVENUE,  43 AVENUE between VERNON BOULEVARD and 11 STREET,  43 AVENUE between VERNON BOULEVARD and 11 STREET,  11 STREET between QUEENS PLAZA SOUTH and 43 AVENUE,  QUEENS PLAZA SOUTH between 10 STREET and 11 STREET,  QUEENS PLAZA SOUTH between 11 STREET and 12 STREET",Queens,"1, 2, 8","108, 114, 19",Television,Episodic series,United States of America,"10022, 10044, 10065, 11101"
528661,Shooting Permit,02/09/2020 06:00:00 AM,02/09/2020 11:59:00 PM,01/19/2020 03:23:13 PM,"Mayor's Office of Film, Theatre & Broadcasting",WEST  176 STREET between BROADWAY and WADSWORTH AVENUE,Manhattan,12,33,Television,Cable-daily,United States of America,10033
531266,Shooting Permit,02/09/2020 06:00:00 AM,02/09/2020 06:00:00 PM,02/04/2020 11:09:33 PM,"Mayor's Office of Film, Theatre & Broadcasting",46 ROAD between 197 STREET and FRANCIS LEWIS BOULEVARD,Queens,11,111,Student,Student Film,United States of America,11358
