EventID,EventType,StartDateTime,EndDateTime,EnteredOn,EventAgency,ParkingHeld,Borough,CommunityBoard(s),PolicePrecinct(s),Category,SubCategoryName,Country,ZipCode(s)
530559,Shooting Permit,02/03/2020 07:00:00 AM,02/03/2020 10:00:00 PM,01/31/2020 08:12:36 AM,"Mayor's Office of Film, Theatre & Broadcasting","AMSTERDAM AVENUE between WEST  173 STREET and WEST  174 STREET,  WEST  173 STREET between AMSTERDAM AVENUE and AUDUBON AVENUE,  AMSTERDAM AVENUE between WEST  173 STREET and WEST  172 STREET,  ST NICHOLAS AVENUE between WEST  173 STREET and WEST  174 STREET,  WEST  175 STREET between ST NICHOLAS AVENUE and AUDUBON AVENUE,  WADSWORTH AVENUE between WEST  175 STREET and WEST  176 STREET,  WEST  175 STREET between WADSWORTH AVENUE and ST NICHOLAS AVENUE,  WEST  174 STREET between WADSWORTH AVENUE and ST NICHOLAS AVENUE,  WADSWORTH AVENUE between WEST  174 STREET and WEST  175 STREET,  BROADWAY between WEST  174 STREET and WEST  175 STREET,  BROADWAY between WEST  175 STREET and WEST  176 STREET,  ST NICHOLAS AVENUE between WEST  174 STREET and WEST  175 STREET,  ST NICHOLAS AVENUE between WEST  175 STREET and WEST  176 STREET",Manhattan,12,33,Film,Feature,United States of America,"10032, 10033"
529788,Shooting Permit,02/03/2020 07:00:00 AM,02/04/2020 01:00:00 AM,01/27/2020 10:57:40 AM,"Mayor's Office of Film, Theatre & Broadcasting","QUEENS PLAZA SOUTH between 21 STREET and 22 STREET,  22 ST between QUEENS PLAZA SOUTH and 43 AVENUE,  43 AVENUE between 21 STREET and 22 STREET,  21 STREET between QUEENS PLAZA SOUTH and 43 AVENUE",Queens,2,108,Television,Episodic series,United States of America,11101
530224,Shooting Permit,02/03/2020 07:00:00 AM,02/03/2020 01:00:00 PM,01/29/2020 11:16:03 AM,"Mayor's Office of Film, Theatre & Broadcasting",WEST   51 STREET between 11 AVENUE and 12 AVENUE,Manhattan,4,18,Television,Episodic series,United States of America,10019
530273,Shooting Permit,02/03/2020 07:00:00 AM,02/03/2020 10:00:00 PM,01/29/2020 01:38:37 PM,"Mayor's Office of Film, Theatre & Broadcasting","WEST  135 STREET between CONVENT AVENUE and ST NICHOLAS TERRACE,  ST NICHOLAS TERRACE between WEST  135 STREET and WEST  130 STREET,  ST NICHOLAS TERRACE between WEST  135 STREET and WEST  130 STREET",Manhattan,9,26,Television,Episodic series,United States of America,10031
529831,Shooting Permit,02/03/2020 07:00:00 AM,02/03/2020 10:00:00 PM,01/27/2020 12:00:24 PM,"Mayor's Office of Film, Theatre & Broadcasting","RUSSELL STREET between GREENPOINT AVENUE and CALYER STREET,  NORTH HENRY STREET between GREENPOINT AVENUE and MESEROLE AVENUE",Brooklyn,1,94,Television,Episodic series,United States of America,11222
530112,Shooting Permit,02/03/2020 07:00:00 AM,02/03/2020 11:00:00 PM,01/28/2020 03:46:25 PM,"Mayor's Office of Film, Theatre & Broadcasting","COURT STREET between CONGRESS STREET and KANE STREET,  COURT STREET between DOUGLAS STREET and DEGRAW STREET,  UNION STREET between GOWANUS CANAL SHORELINE and 3 AVENUE,  NEVINS STREET between DEGRAW STREET and UNION STREET,  SACKETT STREET between NEVINS STREET and 3 AVENUE,  3 AVENUE between SACKETT STREET and DEGRAW STREET,  PRESIDENT STREET between NEVINS STREET and 3 AVENUE,  COURT STREET between SACKETT STREET and UNION STREET,  COURT STREET between DEGRAW STREET and SACKETT STREET",Brooklyn,"2, 6","76, 78, 84",Television,Episodic series,United States of America,"11201, 11215, 11217, 11231"
530453,Shooting Permit,02/03/2020 07:00:00 AM,02/03/2020 07:00:00 PM,01/30/2020 12:51:33 PM,"Mayor's Office of Film, Theatre & Broadcasting","EAST  139 STREET between WALNUT AVENUE and LOCUST AVENUE,  WALNUT AVENUE between EAST  139 STREET and EAST  140 STREET,  EAST  140 STREET between WALNUT AVENUE and LOCUST AVENUE",Bronx,1,40,Television,Episodic series,United States of America,10454
530291,Shooting Permit,02/03/2020 08:00:00 AM,02/03/2020 10:00:00 PM,01/29/2020 02:19:48 PM,"Mayor's Office of Film, Theatre & Broadcasting","STARR STREET between IRVING AVENUE and KNICKERBOCKER AVENUE,  KNICKERBOCKER AVENUE between JEFFERSON STREET and SUYDAM STREET,  WILLOUGHBY AVENUE between WYCKOFF AVENUE and IRVING AVENUE",Brooklyn,4,83,Television,Episodic series,United States of America,11237
530239,Shooting Permit,02/03/2020 08:00:00 AM,02/03/2020 11:00:00 PM,01/29/2020 11:52:38 AM,"Mayor's Office of Film, Theatre & Broadcasting",EAST   28 STREET between AVENUE I and DEAD END,Brooklyn,"14, 18","63, 70",Commercial,PSA,United States of America,"11210, 11230"
530356,Shooting Permit,02/03/2020 10:00:00 AM,02/03/2020 11:30:00 PM,01/29/2020 06:22:21 PM,"Mayor's Office of Film, Theatre & Broadcasting",BUSHWICK AVENUE between PUTNAM AVENUE and MADISON STREET,Brooklyn,4,83,Television,Episodic series,United States of America,11221
530301,Shooting Permit,02/03/2020 11:00:00 AM,02/04/2020 02:00:00 AM,01/29/2020 02:44:33 PM,"Mayor's Office of Film, Theatre & Broadcasting","WEST   28 STREET between 11 AVENUE and 10 AVENUE,  11 AVENUE between WEST   28 STREET and WEST   27 STREET,  WEST   27 STREET between 11 AVENUE and 10 AVENUE,  WEST   26 STREET between 11 AVENUE and 10 AVENUE,  WEST   28 STREET between 11 AVENUE and 10 AVENUE",Manhattan,4,10,Television,Episodic series,United States of America,10001
527922,Theater Load in and Load Outs,02/04/2020 12:01:00 AM,02/05/2020 11:59:00 PM,01/15/2020 12:36:10 PM,"Mayor's Office of Film, Theatre & Broadcasting","EAST   11 STREET between 3 AVENUE and 4 AVENUE,  3 AVENUE between EAST   11 STREET and EAST   12 STREET",Manhattan,"11, 3","23, 9",Theater,Theater,United States of America,"10003, 10029"
530543,Shooting Permit,02/04/2020 06:00:00 AM,02/04/2020 11:59:00 PM,01/30/2020 07:28:09 PM,"Mayor's Office of Film, Theatre & Broadcasting","WEST  181 STREET between FORT WASHINGTON AVENUE and CABRINI BOULEVARD,  WEST  180 STREET between BROADWAY and CABRINI BOULEVARD,  WEST  180 STREET between CABRINI BOULEVARD and FORT WASHINGTON AVENUE,  CABRINI BOULEVARD between WEST  181 STREET and WEST  180 STREET,  CABRINI BOULEVARD between WEST  180 STREET and WEST  181 STREET,  PINEHURST AVENUE between WEST  180 STREET and WEST  179 STREET,  WEST  181 STREET between CABRINI BOULEVARD and HAVEN AVENUE,  CABRINI BOULEVARD between WEST  181 STREET and WEST  186 STREET,  FORT WASHINGTON AVENUE between WEST  181 STREET and WEST  179 STREET",Manhattan,12,34,Television,Episodic series,United States of America,10033
529374,Shooting Permit,02/04/2020 06:00:00 AM,02/04/2020 11:00:00 PM,01/23/2020 03:04:19 PM,"Mayor's Office of Film, Theatre & Broadcasting","44 ROAD between 11 STREET and 21 STREET,  44 DRIVE between 11 STREET and 21 STREET,  11 STREET between 44 ROAD and 44 DRIVE,  44 ROAD between 10 STREET and 11 STREET,  44 ROAD between 10 STREET and 11 STREET,  11 STREET between 44 AVENUE and 44 ROAD,  QUEENS PLAZA SOUTH between 9 STREET and 11 STREET,  QUEENS PLAZA SOUTH between VERNON BOULEVARD and 11 STREET,  RUSSELL STREET between GREENPOINT AVENUE and CALYER STREET,  NORTH HENRY STREET between GREENPOINT AVENUE and MESEROLE AVENUE",Queens,"1, 2","108, 94",Television,Episodic series,United States of America,"11101, 11222"
530598,Shooting Permit,02/04/2020 06:00:00 AM,02/04/2020 10:00:00 PM,01/31/2020 11:41:39 AM,"Mayor's Office of Film, Theatre & Broadcasting","JEWEL STREET between CALYER STREET and MESEROLE AVENUE,  MESEROLE AVENUE between HUMBOLDT STREET and MOULTRIE STREET,  HUMBOLDT STREET between MESEROLE AVENUE and NORMAN AVENUE,  RUSSELL STREET between GREENPOINT AVENUE and CALYER STREET,  NORTH HENRY STREET between GREENPOINT AVENUE and MESEROLE AVENUE",Brooklyn,1,94,Television,Episodic series,United States of America,11222
529767,Shooting Permit,02/04/2020 06:00:00 AM,02/04/2020 10:00:00 PM,01/27/2020 09:52:23 AM,"Mayor's Office of Film, Theatre & Broadcasting","EAGLE STREET between FRANKLIN STREET and WEST STREET,  WEST STREET between FREEMAN STREET and EAGLE STREET,  FREEMAN STREET between WEST STREET and FRANKLIN STREET",Brooklyn,1,94,Television,Episodic series,United States of America,11222
530268,Shooting Permit,02/04/2020 06:00:00 AM,02/04/2020 07:00:00 PM,01/29/2020 01:24:54 PM,"Mayor's Office of Film, Theatre & Broadcasting",ASHLAND PLACE between LAFAYETTE AVENUE and HANSON PLACE,Brooklyn,2,88,Still Photography,Not Applicable,United States of America,11217
530575,Shooting Permit,02/04/2020 06:00:00 AM,02/04/2020 09:15:00 PM,01/31/2020 10:18:32 AM,"Mayor's Office of Film, Theatre & Broadcasting","MESEROLE AVENUE between DIAMOND STREET and JEWEL STREET,  JEWEL STREET between MESEROLE AVENUE and CALYER STREET,  DIAMOND STREET between MESEROLE AVENUE and CALYER STREET,  CALYER STREET between JEWEL STREET and MOULTRIE STREET,  MESEROLE AVENUE between MOULTRIE STREET and HUMBOLDT STREET,  MOULTRIE STREET between MESEROLE AVENUE and NORMAN AVENUE",Brooklyn,1,94,Television,Episodic series,United States of America,11222
530699,Shooting Permit,02/04/2020 07:00:00 AM,02/04/2020 08:00:00 PM,01/31/2020 05:35:42 PM,"Mayor's Office of Film, Theatre & Broadcasting","EAST   77 STREET between 5 AVENUE and MADISON AVENUE,  MADISON AVENUE between EAST   76 STREET and EAST   79 STREET,  MADISON AVENUE between EAST   75 STREET and EAST   78 STREET,  PARK AVENUE between EAST   79 STREET and EAST   74 STREET",Manhattan,"5, 8","14, 19",Television,Episodic series,United States of America,"10016, 10021, 10075"
530584,Shooting Permit,02/04/2020 07:00:00 AM,02/04/2020 11:00:00 PM,01/31/2020 10:50:07 AM,"Mayor's Office of Film, Theatre & Broadcasting","WADSWORTH AVENUE between WEST  175 STREET and WEST  174 STREET,  BROADWAY between WEST  174 STREET and WEST  176 STREET,  ST NICHOLAS AVENUE between WEST  175 STREET and WEST  176 STREET,  WEST  175 STREET between ST NICHOLAS AVENUE and AMSTERDAM AVENUE,  AUDUBON AVENUE between WEST  175 STREET and WEST  174 STREET",Manhattan,12,33,Film,Feature,United States of America,10033
530409,Shooting Permit,02/04/2020 07:00:00 AM,02/04/2020 10:00:00 PM,01/30/2020 10:53:01 AM,"Mayor's Office of Film, Theatre & Broadcasting","NORMAN AVENUE between KINGSLAND AVENUE and SUTTON STREET,  KINGSLAND AVENUE between GREENPOINT AVENUE and NORMAN AVENUE,  CALYER STREET between JEWEL STREET and HUMBOLDT STREET,  JEWEL STREET between CALYER STREET and MESEROLE AVENUE,  MOULTRIE STREET between CALYER STREET and MESEROLE AVENUE,  MESEROLE AVENUE between JEWEL STREET and MOULTRIE STREET",Brooklyn,1,94,Television,Episodic series,United States of America,11222
529927,Shooting Permit,02/04/2020 07:00:00 AM,02/05/2020 01:00:00 AM,01/27/2020 04:38:54 PM,"Mayor's Office of Film, Theatre & Broadcasting","43 AVENUE between 21 STREET and 23 STREET,  22 STREET between QUEENS PLAZA SOUTH and 44 AVENUE,  44 AVENUE between 21 STREET and 23 STREET,  QUEENS PLAZA SOUTH between 21 STREET and 22 STREET,  21 STREET between QUEENS PLAZA SOUTH and 43 AVENUE,  43 AVENUE between 21 STREET and 22 STREET",Queens,2,108,Television,Episodic series,United States of America,11101
530288,Shooting Permit,02/04/2020 07:30:00 AM,02/04/2020 09:30:00 PM,01/29/2020 02:14:41 PM,"Mayor's Office of Film, Theatre & Broadcasting","COVERT ST between WYCKOFF AVENUE and IRVING AVENUE,  IRVING AVENUE between ELDERT STREET and COVERT STREET",Queens,"4, 5","104, 83",Television,Episodic series,United States of America,"11237, 11385"
530395,Shooting Permit,02/04/2020 09:00:00 AM,02/04/2020 10:30:00 PM,01/30/2020 09:21:16 AM,"Mayor's Office of Film, Theatre & Broadcasting","EAST    2 STREET between 1 AVENUE and AVENUE A,  AVENUE A between EAST    2 STREET and EAST    3 STREET",Manhattan,3,9,Television,Episodic series,United States of America,10009
530576,Shooting Permit,02/04/2020 09:00:00 AM,02/04/2020 05:00:00 PM,01/31/2020 10:18:50 AM,"Mayor's Office of Film, Theatre & Broadcasting",SOUTH    2 STREET between HOOPER STREET and UNION AVENUE,Brooklyn,1,90,Television,Episodic series,United States of America,11211
530316,Shooting Permit,02/04/2020 09:00:00 AM,02/04/2020 11:59:00 PM,01/29/2020 03:19:29 PM,"Mayor's Office of Film, Theatre & Broadcasting","KINGSLAND AVENUE SPUR between KINGSLAND AVENUE and DEAD END,  KINGSLAND AVENUE between GREENPOINT AVENUE and NORTH HENRY STREET",Brooklyn,1,94,Television,Episodic series,United States of America,11222
530486,DCAS Prep/Shoot/Wrap Permit,02/04/2020 09:30:00 AM,02/04/2020 09:30:00 PM,01/30/2020 02:43:12 PM,"Mayor's Office of Film, Theatre & Broadcasting","READE STREET between CENTRE STREET and ELK STREET,  READE STREET between ELK STREET and BROADWAY,  CHAMBERS STREET between CENTRE STREET and ELK STREET,  BROADWAY between DUANE STREET and CHAMBERS STREET,  READE STREET between BROADWAY and CHURCH STREET,  CHURCH STREET between DUANE STREET and CHAMBERS STREET,  DUANE STREET between BROADWAY and CHURCH STREET",Manhattan,1,"1, 5",Television,Episodic series,United States of America,"10007, 10013"
530350,Shooting Permit,02/04/2020 10:00:00 AM,02/04/2020 11:30:00 PM,01/29/2020 05:15:39 PM,"Mayor's Office of Film, Theatre & Broadcasting",BUSHWICK AVENUE between MADISON STREET and PUTNAM AVENUE,Brooklyn,4,83,Television,Episodic series,United States of America,11221
530302,Shooting Permit,02/04/2020 11:00:00 AM,02/05/2020 02:00:00 AM,01/29/2020 02:45:18 PM,"Mayor's Office of Film, Theatre & Broadcasting","WEST   28 STREET between 11 AVENUE and 10 AVENUE,  11 AVENUE between WEST   28 STREET and WEST   27 STREET,  WEST   27 STREET between 11 AVENUE and 10 AVENUE,  WEST   26 STREET between 11 AVENUE and 10 AVENUE,  WEST   28 STREET between 11 AVENUE and 10 AVENUE",Manhattan,4,10,Television,Episodic series,United States of America,10001
528052,Theater Load in and Load Outs,02/05/2020 12:01:00 AM,02/05/2020 11:59:00 PM,01/15/2020 04:00:58 PM,"Mayor's Office of Film, Theatre & Broadcasting","FROST STREET between DEBEVOISE AVENUE and MORGAN AVENUE,  DEBEVOISE AVENUE between FROST STREET and RICHARDSON STREET",Brooklyn,1,94,Theater,Theater,United States of America,11222
530485,Shooting Permit,02/05/2020 06:00:00 AM,02/05/2020 09:00:00 PM,01/30/2020 02:41:51 PM,"Mayor's Office of Film, Theatre & Broadcasting","MESEROLE AVENUE between DIAMOND STREET and JEWEL STREET,  JEWEL STREET between MESEROLE AVENUE and CALYER STREET,  DIAMOND STREET between MESEROLE AVENUE and CALYER STREET,  CALYER STREET between JEWEL STREET and MOULTRIE STREET",Brooklyn,1,94,Television,Episodic series,United States of America,11222
530698,Shooting Permit,02/05/2020 06:00:00 AM,02/06/2020 01:00:00 AM,01/31/2020 05:28:21 PM,"Mayor's Office of Film, Theatre & Broadcasting","46 ROAD between 5 STREET and VERNON BOULEVARD,  46 AVENUE between VERNON BOULEVARD and 5 STREET,  VERNON BOULEVARD between 46 ROAD and 46 AVENUE,  46 ROAD between VERNON BOULEVARD and 11 STREET,  VERNON BOULEVARD between 46 ROAD and 47 AVENUE,  47 AVENUE between 11 STREET and JACKSON AVENUE,  11 STREET between 46 ROAD and 47 AVENUE,  11 STREET between 47 ROAD and 47 AVENUE,  47 AVENUE between VERNON BOULEVARD and 11 STREET,  47 AVENUE between VERNON BOULEVARD and 5 STREET,  48 AVENUE between VERNON BOULEVARD and 5 STREET,  VERNON BOULEVARD between 47 AVENUE and 47 ROAD",Queens,2,108,Television,Episodic series,United States of America,11101
530705,Shooting Permit,02/05/2020 06:00:00 AM,02/06/2020 12:00:00 AM,01/31/2020 06:32:56 PM,"Mayor's Office of Film, Theatre & Broadcasting","43 AVENUE between 22 STREET and 21 STREET,  21ST ST between 43 AVENUE and QUEENS PLAZA S,  22ND ST between 43 AVE and QUEENS PLAZA S",Queens,2,108,Television,Episodic series,United States of America,11101
530637,DCAS Prep/Shoot/Wrap Permit,02/05/2020 06:00:00 AM,02/05/2020 10:00:00 PM,01/31/2020 01:54:18 PM,"Mayor's Office of Film, Theatre & Broadcasting","GRAND CONCOURSE between EAST  153 STREET and EAST  161 STREET,  WALTON AVENUE between EAST  158 STREET and EAST  161 STREET,  RIVER AVENUE between EAST  161 STREET and EAST  162 STREET",Bronx,4,44,Television,Episodic series,United States of America,"10451, 10452"
530854,Shooting Permit,02/05/2020 07:00:00 AM,02/05/2020 09:00:00 PM,02/03/2020 12:30:34 PM,"Mayor's Office of Film, Theatre & Broadcasting","EAST   11 STREET between 1 AVENUE and 3 AVENUE,  EAST   12 STREET between 2 AVENUE and 3 AVENUE,  EAST  139 STREET between WALNUT AVENUE and LOCUST AVENUE,  WALNUT AVENUE between EAST  139 STREET and EAST  140 STREET,  EAST  140 STREET between WALNUT AVENUE and LOCUST AVENUE",Manhattan,"1, 3","40, 9",Television,Episodic series,United States of America,"10003, 10454"
530297,Shooting Permit,02/05/2020 07:30:00 AM,02/05/2020 09:30:00 PM,01/29/2020 02:34:58 PM,"Mayor's Office of Film, Theatre & Broadcasting","COVERT ST between WYCKOFF AVENUE and IRVING AVENUE,  IRVING AVENUE between ELDERT STREET and COVERT STREET",Queens,"4, 5","104, 83",Television,Episodic series,United States of America,"11237, 11385"
530294,Shooting Permit,02/05/2020 08:00:00 AM,02/06/2020 12:00:00 AM,01/29/2020 02:27:14 PM,"Mayor's Office of Film, Theatre & Broadcasting","BROOME STREET between CROSBY STREET and LAFAYETTE STREET,  LAFAYETTE STREET between BROOME STREET and GRAND STREET,  CENTRE STREET between GRAND STREET and BROOME STREET,  BROOME STREET between LAFAYETTE STREET and CENTRE STREET,  BROOME STREET between MULBERRY STREET and CLEVELAND PLACE,  LAFAYETTE STREET between KENMARE STREET and BROOME STREET,  NORMAN AVENUE between KINGSLAND AVENUE and SUTTON STREET,  KINGSLAND AVENUE between GREENPOINT AVENUE and NORMAN AVENUE,  GARDNER AVENUE between GRAND STREET and METROPOLITAN AVENUE,  METROPOLITAN AVENUE between STEWART AVENUE and GARDNER AVENUE,  METROPOLITAN AVENUE between GARDNER AVENUE and SCOTT AVENUE,  METROPOLITAN AVENUE between STEWART AVENUE and GARDNER AVENUE,  SCOTT AVENUE between SCHOLES STREET and MESEROLE STREET,  SCHOLES STREET between SCOTT AVENUE and ONDERDONK AVENUE",Manhattan,"1, 2","5, 90, 94",Television,Episodic series,United States of America,"10012, 10013, 11211, 11222, 11237"
529606,Shooting Permit,02/05/2020 08:00:00 AM,02/05/2020 10:30:00 PM,01/24/2020 04:25:53 PM,"Mayor's Office of Film, Theatre & Broadcasting","PINE STREET between NASSAU STREET and WILLIAM STREET,  CEDAR STREET between WILLIAM STREET and PEARL STREET,  WATER STREET between WALL STREET and GOUVERNEUR LANE,  MAIDEN LANE between WATER STREET and FRONT STREET,  PEARL STREET between MAIDEN LANE and PINE STREET,  WATER STREET between PINE STREET and MAIDEN LANE,  WATER STREET between FLETCHER STREET and JOHN STREET",Manhattan,1,1,Television,Episodic series,United States of America,"10005, 10038"
530688,Shooting Permit,02/05/2020 08:00:00 AM,02/06/2020 02:00:00 AM,01/31/2020 04:46:54 PM,"Mayor's Office of Film, Theatre & Broadcasting","WEST  176 STREET between FT WASHINGTON AVENUE and BROADWAY,  WEST  175 STREET between FT WASHINGTON AVENUE and BROADWAY,  FT WASHINGTON AVENUE between WEST  174 STREET and WEST  176 STREET,  WEST  176 STREET between BROADWAY and WADSWORTH AVENUE,  FT WASHINGTON AVENUE between WEST  173 STREET and WEST  174 STREET",Manhattan,12,33,Television,Episodic series,United States of America,10033
530879,Shooting Permit,02/05/2020 09:00:00 AM,02/05/2020 11:00:00 PM,02/03/2020 01:13:39 PM,"Mayor's Office of Film, Theatre & Broadcasting","KINGSLAND AVE between GREENPOINT AVE and NORMAN AVE,  MONITOR STREET between GREENPOINT AVENUE and NORMAN AVENUE,  BAYARD STREET between UNION AVENUE and LORIMER STREET",Brooklyn,1,94,Television,Episodic series,United States of America,"11211, 11222"
530874,Shooting Permit,02/05/2020 09:00:00 AM,02/06/2020 12:00:00 AM,02/03/2020 12:59:39 PM,"Mayor's Office of Film, Theatre & Broadcasting","82 AVENUE between 126 STREET and 132 STREET,  QUEENS BOULEVARD between 83 AVENUE and MAIN STREET,  132 STREET between 82 AVENUE and UNION TURNPIKE",Queens,"8, 9","102, 107",Television,Episodic series,United States of America,"11415, 11435"
530212,Shooting Permit,02/05/2020 10:00:00 AM,02/06/2020 02:00:00 AM,01/29/2020 10:14:04 AM,"Mayor's Office of Film, Theatre & Broadcasting","WEST  181 STREET between PINEHURST AVENUE and FORT WASHINGTON AVENUE,  WEST  181 STREET between FORT WASHINGTON AVENUE and BENNETT AVENUE,  MAGAW PLACE between WEST  181 STREET and WEST  183 STREET,  WEST  181 STREET between FORT WASHINGTON AVENUE and BENNETT AVENUE",Manhattan,12,34,Television,Episodic series,United States of America,10033
530621,Shooting Permit,02/05/2020 11:00:00 AM,02/06/2020 01:00:00 AM,01/31/2020 01:00:26 PM,"Mayor's Office of Film, Theatre & Broadcasting","WEST   16 STREET between 6 AVENUE and 5 AVENUE,  BEEKMAN STREET between WATER STREET and FRONT STREET,  BEEKMAN STREET between PEARL STREET and WATER STREET,  PEARL STREET between BEEKMAN STREET and PECK SLIP,  PEARL STREET between PECK SLIP and DOVER STREET,  PECK SLIP between WATER STREET and PEARL STREET,  FRONT STREET between DOVER STREET and PECK SLIP,  SOUTH STREET between BEEKMAN STREET and DOVER STREET,  DOVER STREET between WATER STREET and FRONT STREET,  DOVER STREET between FRONT STREET and SOUTH STREET,  WEST   18 STREET between 6 AVENUE and 7 AVENUE",Manhattan,"1, 4, 5","1, 13, 5",Television,Episodic series,United States of America,"10011, 10038"
524961,Theater Load in and Load Outs,02/06/2020 12:01:00 AM,02/10/2020 06:00:00 AM,12/30/2019 11:02:09 AM,"Mayor's Office of Film, Theatre & Broadcasting","WEST   35 STREET between 8 AVENUE and 9 AVENUE,  WEST   34 STREET between 8 AVENUE and 9 AVENUE,  WEST   35 STREET between 7 AVENUE and 8 AVENUE",Manhattan,"4, 5",14,Theater,Theater,United States of America,10001
528054,Theater Load in and Load Outs,02/06/2020 12:01:00 AM,02/07/2020 06:00:00 AM,01/15/2020 04:04:53 PM,"Mayor's Office of Film, Theatre & Broadcasting","FROST STREET between DEBEVOISE AVENUE and MORGAN AVENUE,  DEBEVOISE AVENUE between FROST STREET and RICHARDSON STREET",Brooklyn,1,94,Theater,Theater,United States of America,11222
527929,Theater Load in and Load Outs,02/06/2020 12:01:00 AM,02/06/2020 11:59:00 PM,01/15/2020 12:40:23 PM,"Mayor's Office of Film, Theatre & Broadcasting","EAST   11 STREET between 3 AVENUE and 4 AVENUE,  3 AVENUE between EAST   11 STREET and EAST   12 STREET",Manhattan,"11, 3","23, 9",Theater,Theater,United States of America,"10003, 10029"
529010,Shooting Permit,02/06/2020 05:00:00 AM,02/08/2020 10:00:00 PM,01/22/2020 05:42:51 AM,"Mayor's Office of Film, Theatre & Broadcasting",WEST  169 STREET between FORT WASHINGTON AVENUE and BROADWAY,Manhattan,12,33,Television,Not Applicable,United States of America,10032
530931,Shooting Permit,02/06/2020 06:00:00 AM,02/06/2020 10:00:00 PM,02/03/2020 02:42:59 PM,"Mayor's Office of Film, Theatre & Broadcasting","ATLANTIC AVENUE between HOYT STREET and BOND STREET,  ASHLAND PLACE between LAFAYETTE AVENUE and HANSON PLACE,  HANSON PLACE between ASHLAND PLACE and FORT GREENE PLACE,  ATLANTIC AVENUE between SMITH STREET and HOYT STREET,  PACIFIC STREET between SMITH STREET and HOYT STREET,  SMITH STREET between ATLANTIC AVENUE and PACIFIC STREET,  STATE STREET between HOYT STREET and BOND STREET",Brooklyn,2,"78, 84, 88",Television,Episodic series,United States of America,"11201, 11217"
530944,Shooting Permit,02/06/2020 06:00:00 AM,02/07/2020 04:00:00 AM,02/03/2020 03:22:32 PM,"Mayor's Office of Film, Theatre & Broadcasting","43 AVENUE between 22 STREET and 21 STREET,  21ST ST between 43 AVENUE and QUEENS PLAZA S,  22ND ST between 43 AVE and QUEENS PLAZA S,  EAST   41 STREET between PARK AVENUE and 5 AVENUE,  EAST   40 STREET between PARK AVENUE and 5 AVENUE,  EAST   45 STREET between VANDERBILT AVENUE and MADISON AVENUE,  EAST   44 STREET between VANDERBILT AVENUE and MADISON AVENUE,  VANDERBILT AVENUE between EAST   45 STREET and EAST   46 STREET",Queens,"2, 5, 6","108, 14, 17, 18",Television,Episodic series,United States of America,"10016, 10017, 11101"
530819,Shooting Permit,02/06/2020 06:00:00 AM,02/06/2020 09:00:00 PM,02/03/2020 10:26:45 AM,"Mayor's Office of Film, Theatre & Broadcasting","WEST   22 STREET between 8 AVENUE and 9 AVENUE,  9 AVENUE between WEST   20 STREET and WEST   23 STREET",Manhattan,4,10,Television,Episodic series,United States of America,10011
531105,Shooting Permit,02/06/2020 06:00:00 AM,02/06/2020 10:00:00 PM,02/04/2020 12:52:22 PM,"Mayor's Office of Film, Theatre & Broadcasting","SOUTH    2 STREET between HOOPER STREET and UNION AVENUE,  TEN EYCK STREET between UNION AVENUE and LORIMER STREET,  LORIMER STREET between TEN EYCK STREET and SCHOLES STREET,  SOUTH    3 STREET between HOOPER STREET and HEWES STREET,  HEWES STREET between SOUTH    2 STREET and SOUTH    3 STREET,  HEWES STREET between STAGG STREET and SOUTH    3 STREET,  LORIMER STREET between DRIGGS AVENUE and NASSAU AVENUE",Brooklyn,1,"90, 94",Television,Episodic series,United States of America,"11206, 11211, 11222"
531077,Shooting Permit,02/06/2020 06:00:00 AM,02/06/2020 09:00:00 PM,02/04/2020 11:44:13 AM,"Mayor's Office of Film, Theatre & Broadcasting","10 AVENUE between WEST   48 STREET and WEST   51 STREET,  WEST   49 STREET between 10 AVENUE and 11 AVENUE,  WEST   20 STREET between 11 AVENUE and 10 AVENUE",Manhattan,4,"10, 18",Television,Episodic series,United States of America,"10011, 10019"
530517,Shooting Permit,02/06/2020 07:00:00 AM,02/06/2020 07:00:00 PM,01/30/2020 03:42:45 PM,"Mayor's Office of Film, Theatre & Broadcasting","EAST  139 STREET between WALNUT AVENUE and LOCUST AVENUE,  WALNUT AVENUE between EAST  139 STREET and EAST  140 STREET,  EAST  140 STREET between WALNUT AVENUE and LOCUST AVENUE",Bronx,1,40,Television,Episodic series,United States of America,10454
529445,Shooting Permit,02/06/2020 07:00:00 AM,02/06/2020 09:00:00 PM,01/23/2020 09:12:28 PM,"Mayor's Office of Film, Theatre & Broadcasting","WINTHROP STREET between NEW YORK AVENUE and KINGSTON AVENUE,  WINTHROP STREET between NEW YORK AVENUE and BROOKLYN AVENUE,  RUTLAND ROAD between BROOKLYN AVENUE and KINGSTON AVENUE,  ALBANY AVENUE between CLARKSON AVENUE and WINTHROP STREET",Brooklyn,9,71,Television,Episodic series,United States of America,11203
530956,Shooting Permit,02/06/2020 07:00:00 AM,02/06/2020 08:00:00 PM,02/03/2020 04:07:11 PM,"Mayor's Office of Film, Theatre & Broadcasting","22 STREET between 40 AVENUE and 41 AVENUE,  40 AVENUE between 21 STREET and 23 STREET,  22 STREET between 40 AVENUE and 39 AVENUE",Queens,1,114,Television,Cable-episodic,United States of America,11101
